case_id,initial_distance_to_obstacle,initial_speed,obstacle_radius,initial_heading_error,obstacle_speed,obstacle_heading,label,min_h,controller_error,case_runtime_s
23,2.7144873953606403,0.47193274673624636,0.7179671922829352,2.8698527723095317,1.1314021080363919,-1.3650621850461822,Pass,1.5289113521575928,False,0.12040620899642818
24,1.3159393328647484,2.2694135907849966,0.8299726591978813,2.721844575687493,1.112456137345224,-0.9077865888715393,Pass,0.4183829426765442,False,0.13041358299960848
25,2.7188354930961722,0.8816443404828039,0.5100628078970635,-0.06478676407222661,1.0475583208769275,0.8882961866817398,Pass,3.3856844902038574,False,0.12103354099963326
26,1.381124596923828,1.6959456528468464,0.5423225231406333,2.3776855319573116,0.328263907892481,2.825257261040247,Pass,1.613391399383545,False,0.12875083299877588
27,2.4979076190195357,0.6565598975995743,0.4921483072242679,2.028541279066463,0.20593655162980165,2.059058131745391,Pass,5.997332572937012,False,0.12840191699797288
28,0.962056028841057,0.6766438393517066,0.4957052224796912,-2.535976256476743,0.9864516332203928,-0.05690410564463155,Fail,-0.22280187904834747,False,0.12878454200108536
29,1.2644005833215983,2.1208374444319005,0.7320970529117299,-1.535121805663777,0.7435241292593395,1.7935876385753664,Pass,1.0627427101135254,False,0.12841941700025927
30,2.261580253698662,1.7055643682277777,0.47309555689669347,-0.7876374383257536,1.0827938170987543,-1.034775017137584,Pass,0.19973519444465637,False,0.14449879100720864
31,2.3959334042702385,1.5193731999251237,0.8258570969649903,2.070581072600109,1.1616024990259846,1.456668783235874,Pass,5.058456897735596,False,0.12677962500310969
32,1.8240786027136275,1.338048241483237,0.46066741331141936,2.2800343478338156,0.46722709323345946,1.608715161999549,Pass,3.1150481700897217,False,0.1294318750005914
33,2.5520167686924147,0.11396818658330865,0.6114894199304042,0.46113479099638965,0.3998393095503577,-0.9228204383039906,Pass,0.004041075706481934,False,0.12661329199909233
34,1.041301595763829,1.960724519243149,0.7230637594055753,-1.2489524265216918,0.4973631745432269,-1.6966759888979221,Pass,0.0261002779006958,False,0.1262154999858467
35,2.6127287541193254,1.147968283458576,0.7785657109995778,-0.15130914149190922,0.627625146007098,1.590308824306451,Pass,0.6285321712493896,False,0.1257735010003671
36,2.212205005020118,0.8477762841608452,0.7933132140824792,1.6959552591062623,0.4643615216909948,0.4565418297014876,Pass,0.6292758584022522,False,0.16943816700950265
37,1.8442476879145202,0.8135474546951951,0.5605336490002337,3.102518736258838,0.4460525473521953,3.005833970729854,Pass,3.0870516300201416,False,0.13927466700260993
38,1.5856670217114863,1.6524655063156104,0.6504677625129136,0.8377829289552827,0.9334876674295853,-0.7945055104018004,Pass,1.985915184020996,False,0.14146962499944493
39,1.5812226334408064,0.47211493043235325,0.795086207454148,1.9690498245188657,1.0020855161385969,-0.8370729156322962,Pass,1.2857718467712402,False,0.12879541599249933
40,1.5290705575937613,0.8091218574885012,0.38933326093323417,-3.1399298588955804,0.5958018670380337,0.8176205322158081,Pass,2.186476707458496,False,0.3188173340022331
41,1.1508350011601802,1.9740256917286896,0.7015668023253286,2.266194108214944,0.9711622535892287,-1.5559531859063727,Fail,-0.3362976908683777,False,0.25916379199770745
42,1.9987139605458077,2.0704906247344086,0.5765403759244591,-1.151572166648165,0.39314697656595493,1.983581890460517,Pass,2.2818799018859863,False,0.1689613329945132
43,2.354682349823387,1.0623016316215277,0.435723969693979,-1.7188191893934255,0.36737412267056996,-2.619587717702121,Pass,1.4231724739074707,False,0.12780695798574015
44,2.0668548526635107,1.5897143025564326,0.6566941018968353,-2.4450625417115335,0.7302832493278307,-2.7456038081301397,Pass,2.3138606548309326,False,0.14183825001236983
45,1.9531489011515224,0.6547334609004246,0.7273896338393333,1.4348257309850005,0.9060867159086541,0.9863250703787321,Pass,3.2856948375701904,False,0.15482404199428856
46,1.1139949745176154,1.4326137699832224,0.7398112739628832,-1.4261906167078975,1.035598375613795,-1.94199286506667,Fail,-0.47038254141807556,False,0.12974099999701139
47,1.9900147171769644,1.4806908546545685,0.8486904616399247,-2.7074538933662593,0.85818658083132,2.3202327020872744,Pass,3.2398829460144043,False,0.1273881669912953
48,1.2250634948442936,1.374503717056975,0.3774192561446685,-0.5452823296673959,1.1527604629973245,-0.17068335991451677,Fail,-0.12575995922088623,False,0.12513266700261738
49,1.472362989958604,1.6810754991980537,0.472043442482319,1.8347203949714608,1.0506726416787109,0.7941822441379451,Pass,1.9450278282165527,False,0.13013679200957995
50,1.8332954507880974,0.8568843695489636,0.40994329596587176,-0.49296168033902976,0.3987643349790891,0.6088096755166514,Pass,0.5260765552520752,False,0.12485687500156928
51,1.619845439646897,2.3867312953574444,0.5497510365533917,1.2719275746603618,0.9146276404057044,-2.05722485890208,Pass,1.093701958656311,False,0.1276762079942273
52,2.925742825986949,0.777984050594356,0.6697606745987336,-3.1300909450692966,0.690230006536605,1.6311984441516323,Pass,8.111391067504883,False,0.1764757089986233
53,2.6666604071849442,2.352971145021617,0.446362616306164,3.1369625431002897,0.4243274662670753,-1.3899205524075868,Pass,0.9850457906723022,False,0.12729983299504966
54,1.4353543148350474,0.7183257387032044,0.6582087669972692,-0.022722750928759528,1.1817388555024912,0.8184366957333054,Pass,1.366058111190796,False,0.13033958300366066
55,1.0320127058277633,1.1589129900594461,0.36855643267928556,-0.3474172129126418,1.1328346718211413,1.3366666206796722,Pass,0.6245710849761963,False,0.12457874999381602
56,2.4255238155475376,1.4081013831598819,0.5925176555558869,1.0940368244036698,1.1323507612311476,0.11225723406116961,Pass,5.532088279724121,False,0.13034912500006612
57,2.726080814430967,2.129170699607776,0.5062810732501852,-1.590491342852203,0.853471977523917,0.9482909355386617,Pass,7.175196647644043,False,0.12862716599192936
58,2.0882575110854598,1.20641446039397,0.8689956921325621,3.0934945754218477,0.6697872108450863,0.5512851622682633,Pass,1.8512576818466187,False,0.13003529199340846
59,2.5893385294126245,1.5570565098273546,0.6005234533313716,-1.274721001279815,0.5871527894296423,-2.6946747564632623,Pass,0.7365793585777283,False,0.122334999992745
60,1.277513192136859,1.3613749891009168,0.3952442766690697,-2.7105032744372393,0.5174208519738652,-1.8689984070171088,Pass,1.373238205909729,False,0.13867204199777916
61,2.0473514743059567,1.0806670394411841,0.634919664721812,2.313210030656429,1.104750076308758,1.246183206991362,Pass,3.788524627685547,False,0.18640883298940025
62,2.9192679903187293,1.2510331263826893,0.8296266969880011,3.091113071095478,1.165908619582934,2.990889902966506,Pass,4.941153526306152,False,0.1285103340051137
63,1.437569045014379,0.2611578820249613,0.5821304453695979,-1.7326916482153323,0.3817706100516616,2.1290325811273068,Pass,1.3283683061599731,False,0.12135754199698567
64,0.9607058249211043,1.0149505621941435,0.4238291876078922,-1.8618408105909792,1.0999448373564473,-0.83889111133933,Fail,-0.16612987220287323,False,0.1279209579952294
65,1.0476430274235464,2.122180879488533,0.48295061076908474,3.0537348916588263,1.1081593365336528,-2.3123321133905925,Pass,0.6814165115356445,False,0.1220990829897346
66,2.7348290369635175,0.49227931231471095,0.86422991018737,-1.3020559605226325,0.9459007748839551,-2.6716151161260155,Fail,-0.6193878054618835,False,0.12918412499129772
67,1.0790811137735712,1.3585672268860507,0.5693782695395884,-0.36435344648719337,0.15198555475471157,-0.6404786054217038,Fail,-0.2672460973262787,False,0.11745754200092051
68,1.0743959993915522,1.4865516793722842,0.6226742422877835,-2.630821179469417,1.1297787974652234,-1.2722718291731092,Fail,-0.3834060728549957,False,0.1208509169955505
69,1.0448099196193803,0.8563521712609018,0.7659779327734351,-1.104162041888764,0.2313261875055599,0.7576934022373809,Pass,0.22923845052719116,False,0.3247448339971015
70,1.7470635704578408,0.6840134530282183,0.6887865371806865,-2.639848127992493,0.09089206564708396,-0.7717799817814379,Pass,2.5481395721435547,False,0.17344979199697264
71,2.755899039346087,1.094612873352937,0.7599383260760633,-1.8807253165077669,0.3851671714009478,1.7846068043731593,Pass,5.7078752517700195,False,0.13133062500855885
72,2.8722312280475637,0.2660800707323352,0.6328433615552704,-1.2103708584088306,0.3683967351768373,-0.8766738281939812,Fail,-0.3671043813228607,False,0.13194512599147856
73,2.5551267783494023,1.4946344420647684,0.8977935489080936,0.10035289871139774,0.9924549503730405,1.7627563597399254,Fail,-0.23785346746444702,False,0.4968838759959908
74,2.360807432245759,0.5195475793507415,0.8472692585383759,1.2447417006056716,0.21853141415848695,0.7507761281085883,Pass,4.4638495445251465,False,0.16601579199777916
75,2.5368431122092323,0.24798649074105727,0.7173642218237251,-1.8597614058250684,0.8985386634604432,0.2925351871343609,Pass,0.45408254861831665,False,0.11174424999626353
76,1.7301183110611613,2.396934714488845,0.36161974338400227,-2.040254303770932,0.014780925604812367,2.4480545452346902,Pass,2.8625404834747314,False,0.12953520799055696
77,1.0669393448865967,0.41447396697622263,0.6094718496712572,0.8256361431459989,0.6113262064177034,2.471500154736953,Fail,-0.025038212537765503,False,0.12270491699746344
78,2.4118073344957525,1.0538729521325791,0.6292249526360706,0.2378830787224957,0.6389944725701932,2.5177062390853484,Fail,-0.354118287563324,False,0.1327972500002943
79,2.8004867781957445,2.1403939404427175,0.6866547478468399,1.3151008626725877,0.5410360545891718,1.529838121422368,Pass,7.04719877243042,False,0.12800550000974908
80,2.4779534697212457,0.1851955376149375,0.8279230071028394,-0.6851820066238461,0.5330807664986473,-2.6763877231312243,Fail,-0.6674268841743469,False,0.12887608401069883
81,1.618027291367387,1.025355899352374,0.5288361952577827,1.6411984189064448,0.22632082528134817,-2.8058263456650416,Pass,2.304779529571533,False,0.12548441700346302
82,1.9925858498862823,0.14727849261871456,0.5494287249411376,2.0747300767124663,0.7024686545312134,-0.33463091200544914,Fail,-0.29392901062965393,False,0.1184375010052463
83,2.0980187979586593,0.09502575637182847,0.5731515168445509,-2.3519954428324104,0.9957605623579469,-2.273614792088215,Fail,-0.3213919401168823,False,0.1441072909947252
84,1.9799004846709143,1.126676633533508,0.7995030796522905,-2.5224161739653512,0.6793889175625235,-1.8844237319343196,Fail,-0.05976152420043945,False,0.12166141699708533
85,2.5275804067413374,0.13989711012782985,0.5203384145869043,-2.022146837062801,1.0426132255450935,-1.8432379540844792,Pass,0.13480448722839355,False,0.12204812500567641
86,2.1761895575540775,0.06934942252991544,0.7111092699686932,-2.187799380699599,1.055082205104195,-2.78162238446187,Fail,-0.17964163422584534,False,0.12221445899922401
87,2.9925731156557727,0.17426399242243373,0.730326756547787,-0.5582852512794019,0.12391546391271495,2.480038163798489,Fail,-0.17427313327789307,False,0.12768874999892432
88,2.9870409491560115,1.8044816717300716,0.839846637581513,0.7764442389794546,0.35612320372793355,-2.165789909117853,Fail,-0.6865767240524292,False,0.13631770900974516
89,2.832244318134146,1.4924269298187973,0.7480261060110405,-2.296046248178657,0.7534172394690841,-1.2820744043919723,Fail,-0.5528894066810608,False,0.14133137500903104
90,1.0126965586673398,0.6066671273651749,0.4922367160566302,-0.9175780297620912,0.8921746172292058,-1.46928689521655,Fail,-0.13574063777923584,False,0.1178051669994602
91,2.4707793457611475,0.02919738603146954,0.7341277533541886,-1.967869727196345,0.4378203735150766,-0.5010249302859155,Fail,-0.20129594206809998,False,0.12322125100763515
92,1.5583034761103076,2.2696566691865754,0.6812810998954237,-0.4180920383571194,0.8836424397496531,2.9858707541888823,Fail,-0.26667630672454834,False,0.12474545900477096
93,1.087943671314337,0.10102896685660917,0.7469508533194904,-0.969480993240297,0.7816120204670581,-1.632821295700052,Fail,-0.3840779662132263,False,0.12577958400652278
94,1.4893823697586464,0.7774246412790244,0.8115405989092197,-1.4041663881539896,0.9106089481954159,-0.7939576561486836,Fail,-0.6325944662094116,False,0.15845370800525416
95,1.8512875047281188,2.0434401539061833,0.7299474352802181,-2.1497123177432043,0.29423790456411303,-0.1954150699424515,Fail,-0.12372738122940063,False,0.11654550000093877
96,2.34911230412089,1.29254813856619,0.43984687434381775,-1.2060521574250531,0.7975617540638645,-1.702548710913304,Fail,-0.19262580573558807,False,0.12049187498632818
97,0.9653030462623617,1.2702974173089288,0.7404013725493133,1.5720323740642987,0.5226164665718739,-0.9781678725454208,Fail,-0.5037065744400024,False,0.13254666700959206
98,0.9301620687764738,1.0398703395211846,0.3988717958818517,-0.41184842125553756,0.4759891563995401,-0.21332449600422887,Fail,-0.0990157425403595,False,0.12134520799736492
99,2.00070260403882,1.8633790633699379,0.6864666585607989,-0.624416342123026,0.131452876126257,-2.4102909036603597,Fail,-0.05597609281539917,False,0.11921829200582579
100,2.344782011609411,1.2671892240427305,0.3638385259812002,-1.4954334680872183,0.5648630983110481,0.01045523239404167,Fail,-0.07666599750518799,False,0.11526254200725816
101,2.7260447842758357,0.7296137378570091,0.6901583059458409,-0.3028232321659461,0.5168868138947847,-2.0792156962757815,Fail,-0.2793494760990143,False,0.12219216699304525
102,1.987212603211781,0.2034210060376579,0.48746056310137986,-1.635201827359735,0.8161006734858768,-2.279385048220364,Fail,-0.22218060493469238,False,0.12724104200606234
103,1.856453095106424,0.2857391976151599,0.5421760554290737,1.3638058178286458,0.5974537586109783,-1.2903548715896251,Fail,-0.1691788285970688,False,0.11806487500143703
104,2.2196944372901486,1.410040500842589,0.7900735837576722,-0.788903871838055,0.7234262086480507,-3.1221946429297867,Fail,-0.07136768102645874,False,0.11921916701248847
105,1.6216401631454878,0.6764729928757782,0.6355102624519681,-2.0046368733215303,0.8349290983271206,-0.8305178648854881,Fail,-0.4031122624874115,False,0.12291175000427756
106,1.3717387936719867,1.4963926705660424,0.7361960673650574,-2.3392906321595124,0.7351587816095235,0.2452422961591041,Fail,-0.41021764278411865,False,0.11710483299975749
107,2.408631033822101,2.4024808663529185,0.6092333723378254,1.7428857726758737,0.2472943715413084,0.04224999969957999,Fail,-0.13044887781143188,False,0.11615316600364167
108,1.600257657573904,1.1694171069948542,0.5672949196607089,0.8685010539988856,0.48028060843028014,-2.144511123768014,Fail,-0.28669291734695435,False,0.12780608399771154
109,2.151698611807972,1.77591195584759,0.5008738560410659,-0.8414774480725455,0.9339466510287165,-0.3859747739019812,Fail,-0.2375563532114029,False,0.12243787599436473
110,1.6477720431745073,0.8410487853366805,0.6098506250692404,-0.26024442352555344,0.43852544021439877,-0.18031439559095874,Fail,-0.35660773515701294,False,0.12058000000251923
111,1.3240519818158738,1.5550512614405696,0.6649349058924889,0.023418336388923322,0.7584149624723295,-1.7220325045782627,Fail,-0.14643070101737976,False,0.13372908299788833
112,1.5056672694728621,1.3156285692495306,0.6379228368761647,-0.1845511847063075,0.7353862139097884,-1.393828985963914,Fail,-0.12230798602104187,False,0.13042887499614153
113,2.070282289722028,2.221306439006147,0.64154001612855,0.7334010250357994,1.1900684843538198,3.077523067181364,Fail,-0.1814608871936798,False,0.11787695800012443
114,1.1003019662083713,0.5205069225737793,0.7742441631356306,1.9657583744007967,1.1813841636665536,-1.732433217025371,Pass,0.17485803365707397,False,0.14498637500219047
115,1.4279277879217638,0.14230332759411074,0.49862772417027046,-0.4146386123378094,0.6999932155833456,-0.15317627362936337,Fail,-0.24306230247020721,False,0.1266247919993475
116,2.9828013194165113,1.8012011297434505,0.6547040349137602,-0.7095320215860994,0.2930680623751852,-1.8502318502352373,Fail,-0.20015788078308105,False,0.1162507499975618
117,1.0407274729238831,0.7758395156731757,0.5999971319450836,2.929475506747214,0.9379848983516891,-0.3930077565323846,Fail,-0.3337591886520386,False,0.12520004200632684
118,1.6610743473797522,1.8208641639523324,0.7605688316952957,2.190227944071661,1.164812002863489,-1.8409847993588924,Fail,-0.0872848629951477,False,0.13884291700378526
119,2.7841768526384163,0.1532519267136867,0.6891800645878083,-1.6014755874337967,0.7238905490358808,-1.9221084053092463,Fail,-0.40743690729141235,False,0.1201599170017289
120,0.9574784562923752,0.5331081176923367,0.37613830117463826,0.06428307321317694,0.7672519580511269,0.6349498577072121,Fail,-0.004229307174682617,False,0.1348499589948915
121,1.6636194649538174,0.7171449492223231,0.8774640029604525,2.7757881732047336,0.7018534702637863,-0.9441153076615318,Fail,-0.7615056037902832,False,0.12506879199645482
122,1.4693005652201823,2.1130665441229275,0.5054321407527895,1.130666287570258,0.6383209596436551,-0.07652516270728427,Fail,-0.21927306056022644,False,0.18513125099707395
123,2.1118088436684497,2.352520691698703,0.4575897750540666,2.0800813064116594,1.120432972029774,-1.8593037230491045,Pass,0.5837956666946411,False,0.1263113340100972
124,0.9161206842983083,2.34610611124066,0.5257585603422076,0.6980672091435745,1.0937793462967371,1.422565076837417,Fail,-0.11269904673099518,False,0.13124816698837094
125,1.926512717380437,0.7383625295333651,0.6802215321211376,1.0992153525635322,0.9092682695969552,-2.7860679442115046,Fail,-0.357892245054245,False,0.12135295799816959
126,0.9317672180163417,0.6740592257802819,0.48403980639155253,-0.06315776681185126,0.46999457260153527,-2.1008514596686307,Fail,-0.17102953791618347,False,0.11849870900914539
127,2.8544957226577456,0.8792133965861357,0.40038340224023317,-0.3306593830139186,0.11405672236949295,-2.179646030415376,Fail,-0.1318449229001999,False,0.12420870798814576
128,1.2901647767261009,1.872958962484946,0.7840769089928692,0.15568946237337666,0.19929379821907148,-1.458921375818934,Fail,-0.4589184820652008,False,0.1387404169945512
129,1.7901807701349837,1.952404763386988,0.4379869614410894,0.4498564572859194,0.40879863003884376,2.9964657500155365,Fail,-0.1787588894367218,False,0.1202970419981284
130,2.77396517859106,0.918743953162392,0.7329382106616027,-3.016285087139472,0.8085981416609525,-0.21169055609324694,Fail,-0.4386139512062073,False,0.13180391599598806
131,1.3691660180870096,0.9793275957995767,0.8935882196629191,0.9322568714553201,0.278481629952247,-2.1626350253354394,Fail,-0.4499569535255432,False,0.12171879201196134
132,2.6300416360915646,1.1144184931268555,0.8318182074710683,-0.8010617826259656,0.1970121074705989,-2.385977286873816,Fail,-0.2992691099643707,False,0.22959270898718387
133,1.9247974677560271,1.1353856209215563,0.714387467603339,-1.3042502986090774,0.5821574314496245,0.20043475720542014,Fail,-0.3935356140136719,False,0.511581833998207
134,1.2796673958543476,0.23859816956689262,0.8208971414612711,-1.5813475276908013,0.42410417140173834,-0.5366446453676779,Fail,-0.18071168661117554,False,0.19607045900193043
135,2.0900166304195786,1.6757695244562933,0.8776183976565075,1.0012197119855708,0.7369560739740723,-0.21362558750364924,Fail,-0.037196218967437744,False,0.30758779200550634
136,1.7501774666650838,1.2744566122971779,0.5636975469811643,-0.728561710405498,1.1497541451967725,-2.5299712553425917,Fail,-0.3121386766433716,False,0.12949595900136046
137,1.0940947331478874,2.176876095283556,0.48874053831117903,-0.06889816806445248,0.8810771733843785,-0.2658369397821829,Fail,-0.22210222482681274,False,0.1257996250060387
138,2.216771873492994,0.833064928208417,0.6101219502334818,0.08871667443390052,0.8189322708315837,2.0551694670587244,Fail,-0.006021350622177124,False,0.11990550000336953
139,1.0475581830080023,1.1125867067873942,0.8254602794251837,-1.4402437537023642,1.1729280734793086,-3.054574884824019,Fail,-0.35193121433258057,False,0.12514912500046194
140,1.7801159251110423,0.7179320868433631,0.7082938912408729,-2.2030572202262713,1.0826464469463157,-0.9773464365629256,Pass,0.003080904483795166,False,0.12808941699040588
141,1.084240272498836,2.368546084779452,0.49813932554751666,-2.3376525540504294,0.8612314898130364,0.011692325771741618,Fail,-0.08694052696228027,False,0.11913658300181851
142,2.711020787941071,0.7834387609448925,0.3927421888852448,-1.219242658304819,0.8119075115066549,-1.355274132655727,Pass,0.16979733109474182,False,0.11871420900570229
143,0.9302061795678693,0.4095904162033076,0.6435499565851726,-1.1783990078509698,0.23647437152722486,-2.5109835636715196,Fail,-0.20143531262874603,False,0.12123029099893756
144,1.0027235841120978,0.6425157409266444,0.6584680162841932,-0.4191050327785226,0.3749224106350324,1.454478154548143,Fail,-0.10704022645950317,False,0.12417091699899174
145,2.842194550511867,0.4896868064972995,0.651158393558088,-0.5754713909660247,0.016017024686879953,0.8479984324817367,Fail,-0.1320294439792633,False,0.12987737500225194
146,2.3344446965645753,1.495503370796163,0.3544094116938098,2.140234850891469,0.6409946266806544,-1.652401288310144,Fail,-0.12453390657901764,False,0.12271970800065901
147,2.6731785039052918,1.1549780525179776,0.8216887401139541,-2.205048570130013,0.640547294629151,-1.1154198262623511,Fail,-0.6255812644958496,False,0.12403041700599715
148,2.454772315194695,0.5162589601368848,0.35323356017489194,-0.18142528958308946,0.17399918706993903,0.34176282435273375,Fail,-0.042592570185661316,False,0.12512912500824314
149,1.2374711718329359,2.3492530391372437,0.7216201731674039,0.7071702469411059,0.0828251015816769,-1.6995626407217164,Fail,-0.2918911278247833,False,0.11816479099798016
150,1.0931316075524158,1.032897700374948,0.7489941845183609,-1.9859194929499804,0.8103021626287742,-2.0071778594740493,Fail,-0.2842629551887512,False,0.12175162498897407
151,2.0485435666607734,2.108768833599291,0.5518664790599925,-1.3550815100534592,1.0368561330051111,-1.3657747676532817,Fail,-0.28230929374694824,False,0.1234539579891134
152,2.7860040259387002,1.2604813884379857,0.6594545564462256,-0.29590795929891645,0.19005570020219179,0.42357216648889784,Fail,-0.1967289000749588,False,0.2194813329988392
153,2.6767301157684886,0.9442950168939052,0.765699340235501,-0.8977416766165383,1.0940763515446692,-2.511674915210518,Fail,-0.5694158673286438,False,0.12130200098908972
154,2.434675427872614,0.36177459271768325,0.6236904208869238,-0.3724764408097401,0.6928058706009822,-2.461303059403237,Fail,-0.2746075391769409,False,0.1290527499950258
155,1.1591753961076612,1.932674972226447,0.716055650796671,0.06920430761246488,0.4911992665878587,1.4206829939388852,Fail,-0.47666412591934204,False,0.1279759169992758
156,1.9984114874770351,0.36836586003289234,0.5909927377208868,-1.6699097028065746,0.9910393936879915,-0.5450563793902323,Pass,0.07828772068023682,False,0.1267933759954758
157,1.7843802554950434,0.4448708903643758,0.6901974010692309,-0.15741764166859662,0.3305328325005357,2.9208335076992507,Fail,-0.43704473972320557,False,0.1337639580015093
158,2.3564257221164295,0.9029256089026999,0.47682000646265543,-0.11420251700418627,0.3239518457930617,-2.615975381916258,Fail,-0.20846574008464813,False,0.12710699999297503
159,0.9034413017075863,1.0454339195111229,0.7763461873561115,-0.622169294090595,0.1528539241177016,0.752603477031565,Fail,-0.3595986068248749,False,0.1255769169947598
160,1.8812174598653653,0.8509931707717246,0.5518407504289706,-0.8031933825463731,0.7348932678319086,-1.9075079512684898,Fail,-0.26571762561798096,False,0.15562799999315757
161,2.9211568219828514,1.993425342348142,0.5598193552673127,-3.020937339266777,0.5250221968032156,-1.0765810970194414,Fail,-0.06807351112365723,False,0.13173037499655038
162,2.523248971291215,2.3094987342916244,0.7862402756243141,1.8795074828191565,1.176120591015914,-2.5220784670618004,Fail,-0.5776376128196716,False,0.12406537499919068
163,2.5726461494574013,1.0789193190547295,0.6538375934861004,-1.2986569857116432,0.8434044421366037,-0.6163721709169239,Fail,-0.3334786295890808,False,0.1224046669958625
164,2.1954222275521404,2.030162297858367,0.4351032434167959,-0.3630608716852848,0.421613220772672,-2.6213073137231353,Fail,-0.12120404839515686,False,0.12310345799778588
165,1.3491731326993268,0.49262022572887226,0.6562655320339812,0.2588755288708562,0.9286924388683155,-2.6927121558737444,Fail,-0.13633853197097778,False,0.1290407909982605
166,1.9611649169346794,0.679040374464883,0.7685526729401899,-0.8450737971706395,0.5927433807339898,0.16520814053510646,Fail,-0.5503537654876709,False,0.13401566700486
167,2.6365199939876094,0.18478173623527328,0.8141610234333225,2.82935261321877,1.0718522313261776,-1.8166852381521046,Fail,-0.23292627930641174,False,0.13171483400219586
168,2.5252757581488043,1.9435954041757386,0.8953438366874135,2.2118871521605357,0.41118260607264406,0.348544746916307,Fail,-0.08286982774734497,False,0.12498904200037941
169,2.0226494167833065,1.0427309683318688,0.6891963499015967,-2.282462998518597,0.7964289363551795,-1.7229601257766698,Fail,-0.34223246574401855,False,0.1248700409923913
170,1.653130479470377,1.1900491562553235,0.8658379604327925,-2.5231260702914557,1.1893547787659322,-2.248324348363712,Fail,-0.5219016671180725,False,0.13820512499660254
171,2.484228944377099,1.7513617403187465,0.7725704713772703,0.07731286103112467,0.917758676712955,-2.8737896523162094,Fail,-0.42044395208358765,False,0.13627204099611845
